北京电信-组播1,#genre#
CCTV-9纪录,http://115.171.216.32:4000/rtp/225.1.8.109:8032
CCTV-10科教,http://115.171.216.32:4000/rtp/225.1.8.10:8116
CCTV-10科教,http://115.171.216.32:4000/rtp/225.1.0.107:1025
CCTV-10科教,http://115.171.216.32:4000/rtp/225.1.0.135:1025
CCTV-11戏曲,http://115.171.216.32:4000/rtp/225.1.8.73:8120
CCTV-11戏曲,http://115.171.216.32:4000/rtp/225.1.0.85:8120
CCTV-11戏曲,http://115.171.216.32:4000/rtp/225.1.0.136:1025
CCTV-12社会与法,http://115.171.216.32:4000/rtp/225.1.8.12:8124
CCTV-12社会与法,http://115.171.216.32:4000/rtp/225.1.0.108:1025
CCTV-12社会与法,http://115.171.216.32:4000/rtp/225.1.0.137:1025
CCTV-13新闻,http://115.171.216.32:4000/rtp/225.1.1.10:8128
CCTV-13新闻,http://115.171.216.32:4000/rtp/225.1.8.168:8130
CCTV-13新闻,http://115.171.216.32:4000/rtp/225.1.0.138:1025
CCTV-13新闻,http://115.171.216.32:4000/udp/225.1.1.10:8128
CCTV-14少儿,http://115.171.216.32:4000/rtp/225.1.8.14:8132
CCTV-14少儿,http://115.171.216.32:4000/rtp/225.1.0.109:1025
CCTV-14少儿,http://115.171.216.32:4000/rtp/225.1.0.139:1025
CCTV-15音乐,http://115.171.216.32:4000/rtp/225.1.8.74:8136
CCTV-15音乐,http://115.171.216.32:4000/rtp/225.1.0.92:8136
CCTV-15音乐,http://115.171.216.32:4000/rtp/225.1.0.140:1025
CCTV-15音乐,http://115.171.216.32:4000/rtp/225.1.8.115:8052
CCTV-16奥林匹克,http://115.171.216.32:4000/rtp/239.69.1.247:11124
CCTV-16奥林匹克,http://115.171.216.32:4000/rtp/225.1.8.189:8002
CCTV-17农业农村,http://115.171.216.32:4000/rtp/225.1.8.17:8144
CCTV-17农业农村,http://115.171.216.32:4000/rtp/225.1.0.94:8064
CCTV-17农业农村,http://115.171.216.32:4000/rtp/225.1.0.95:8144
CCTV-17农业农村,http://115.171.216.32:4000/rtp/225.1.8.117:8064
CCTV4K超高清,http://115.171.216.32:4000/rtp/225.1.8.223:2000
CCTV4K超高清,http://115.171.216.32:4000/rtp/225.1.8.224:2000
湖南卫视,http://115.171.216.32:4000/rtp/225.1.8.41:8012
湖南卫视,http://115.171.216.32:4000/rtp/225.1.0.117:1025
湖南卫视,http://115.171.216.32:4000/rtp/225.1.0.153:1025
湖南卫视,http://115.171.216.32:4000/rtp/225.1.8.132:8064
浙江卫视,http://115.171.216.32:4000/rtp/225.1.8.46:8036
浙江卫视,http://115.171.216.32:4000/rtp/225.1.0.122:1025
浙江卫视,http://115.171.216.32:4000/rtp/225.1.0.154:1025
江苏卫视,http://115.171.216.32:4000/rtp/225.1.8.44:8028
江苏卫视,http://115.171.216.32:4000/rtp/225.1.0.120:1025
江苏卫视,http://115.171.216.32:4000/rtp/225.1.0.155:1025
东方卫视,http://115.171.216.32:4000/rtp/225.1.8.45:8032
东方卫视,http://115.171.216.32:4000/rtp/225.1.0.121:1025
东方卫视,http://115.171.216.32:4000/rtp/225.1.0.168:1025
安徽卫视,http://115.171.216.32:4000/rtp/225.1.8.52:8064
安徽卫视,http://115.171.216.32:4000/rtp/225.1.0.128:1025
安徽卫视,http://115.171.216.32:4000/rtp/225.1.0.156:1025
广东卫视,http://115.171.216.32:4000/rtp/225.1.8.49:8048
广东卫视,http://115.171.216.32:4000/rtp/225.1.0.125:1025
广东卫视,http://115.171.216.32:4000/rtp/225.1.0.172:1025
广东卫视,http://115.171.216.32:4000/rtp/225.1.8.151:8132
深圳卫视,http://115.171.216.32:4000/rtp/225.1.8.43:8020
深圳卫视,http://115.171.216.32:4000/rtp/225.1.0.119:1025
深圳卫视,http://115.171.216.32:4000/rtp/225.1.0.166:1025
辽宁卫视,http://115.171.216.32:4000/rtp/225.1.8.51:8056
辽宁卫视,http://115.171.216.32:4000/rtp/225.1.0.127:1025
辽宁卫视,http://115.171.216.32:4000/rtp/225.1.0.158:1025
辽宁卫视,http://115.171.216.32:4000/rtp/225.1.8.137:8116
山东卫视,http://115.171.216.32:4000/rtp/225.1.8.50:8052
山东卫视,http://115.171.216.32:4000/rtp/225.1.0.126:1025
山东卫视,http://115.171.216.32:4000/rtp/225.1.0.159:1025
山东卫视,http://115.171.216.32:4000/rtp/225.1.8.138:8148
山东教育卫视,http://115.171.216.32:4000/rtp/225.1.8.190:4120
山东教育卫视,http://115.171.216.32:4000/rtp/225.1.0.246:1025
天津卫视,http://115.171.216.32:4000/rtp/225.1.8.48:8044
天津卫视,http://115.171.216.32:4000/rtp/225.1.0.124:1025
天津卫视,http://115.171.216.32:4000/rtp/225.1.0.157:1025
天津卫视,http://115.171.216.32:4000/rtp/225.1.8.136:8144
重庆卫视,http://115.171.216.32:4000/rtp/225.1.8.172:8162
重庆卫视,http://115.171.216.32:4000/rtp/225.1.0.169:1025
重庆卫视,http://115.171.216.32:4000/udp/225.1.1.9:8164
东南卫视,http://115.171.216.32:4000/rtp/225.1.8.79:8148
东南卫视,http://115.171.216.32:4000/rtp/225.1.0.90:8148
东南卫视,http://115.171.216.32:4000/rtp/225.1.0.170:1025
东南卫视,http://115.171.216.32:4000/rtp/225.1.8.149:8112
河北卫视,http://115.171.216.32:4000/rtp/225.1.8.76:8002
河北卫视,http://115.171.216.32:4000/rtp/225.1.0.171:1025
河南卫视,http://115.171.216.32:4000/rtp/225.1.8.140:8128
河南卫视,http://115.171.216.32:4000/rtp/225.1.8.206:8184
河南卫视,http://115.171.216.32:4000/rtp/225.1.0.71:8184
河南卫视,http://115.171.216.32:4000/rtp/225.1.0.161:1025
河南卫视,http://115.171.216.32:4000/rtp/225.1.8.40:8184
湖北卫视,http://115.171.216.32:4000/rtp/225.1.8.47:8044
湖北卫视,http://115.171.216.32:4000/rtp/225.1.0.123:1025
湖北卫视,http://115.171.216.32:4000/rtp/225.1.0.167:1025
湖北卫视,http://115.171.216.32:4000/rtp/225.1.8.146:8136
陕西卫视,http://115.171.216.32:4000/rtp/225.1.8.154:8140
陕西卫视,http://115.171.216.32:4000/rtp/225.1.0.175:1025
四川卫视,http://115.171.216.32:4000/rtp/225.1.8.142:8288
四川卫视,http://115.171.216.32:4000/rtp/225.1.0.163:1025
海南卫视,http://115.171.216.32:4000/rtp/225.1.8.158:8304
海南卫视,http://115.171.216.32:4000/rtp/225.1.0.179:1025
甘肃卫视,http://115.171.216.32:4000/rtp/225.1.8.162:8188
甘肃卫视,http://115.171.216.32:4000/rtp/225.1.0.183:1025
广西卫视,http://115.171.216.32:4000/rtp/225.1.8.152:8300
广西卫视,http://115.171.216.32:4000/rtp/225.1.0.173:1025
贵州卫视,http://115.171.216.32:4000/rtp/225.1.8.77:8076
贵州卫视,http://115.171.216.32:4000/rtp/225.1.0.88:8076
贵州卫视,http://115.171.216.32:4000/rtp/225.1.0.165:1025
贵州卫视,http://115.171.216.32:4000/rtp/225.1.8.144:8120
黑龙江卫视,http://115.171.216.32:4000/rtp/225.1.8.42:8016
黑龙江卫视,http://115.171.216.32:4000/rtp/225.1.0.118:1025
黑龙江卫视,http://115.171.216.32:4000/rtp/225.1.0.162:1025
江西卫视,http://115.171.216.32:4000/rtp/225.1.1.9:8164
江西卫视,http://115.171.216.32:4000/rtp/225.1.8.171:8166
江西卫视,http://115.171.216.32:4000/rtp/225.1.0.164:1025
吉林卫视,http://115.171.216.32:4000/rtp/225.1.8.153:8200
吉林卫视,http://115.171.216.32:4000/rtp/225.1.8.184:8174
吉林卫视,http://115.171.216.32:4000/rtp/225.1.0.174:1025
内蒙古卫视,http://115.171.216.32:4000/rtp/225.1.8.156:8176
内蒙古卫视,http://115.171.216.32:4000/rtp/225.1.0.177:1025
宁夏卫视,http://115.171.216.32:4000/rtp/225.1.8.159:8124
宁夏卫视,http://115.171.216.32:4000/rtp/225.1.0.180:1025
山西卫视,http://115.171.216.32:4000/rtp/225.1.8.155:8172
山西卫视,http://115.171.216.32:4000/rtp/225.1.0.176:1025
新疆卫视,http://115.171.216.32:4000/rtp/225.1.8.161:8160
新疆卫视,http://115.171.216.32:4000/rtp/225.1.0.182:1025
云南卫视,http://115.171.216.32:4000/rtp/225.1.8.139:8108
云南卫视,http://115.171.216.32:4000/rtp/225.1.0.160:1025
青海卫视,http://115.171.216.32:4000/rtp/225.1.8.157:8184
青海卫视,http://115.171.216.32:4000/rtp/225.1.0.178:1025
西藏卫视,http://115.171.216.32:4000/rtp/225.1.8.160:8164
西藏卫视,http://115.171.216.32:4000/rtp/225.1.0.181:1025
兵团卫视,http://115.171.216.32:4000/rtp/225.1.8.167:4120
兵团卫视,http://115.171.216.32:4000/rtp/225.1.0.188:1025
三沙卫视,http://115.171.216.32:4000/rtp/225.1.8.78:4120
三沙卫视,http://115.171.216.32:4000/rtp/225.1.0.91:4120
大湾区卫视,http://115.171.216.32:4000/rtp/225.1.0.99:1025
大湾区卫视,http://115.171.216.32:4000/rtp/225.1.8.225:5008
厦门卫视,http://115.171.216.32:4000/rtp/225.1.8.166:4120
厦门卫视,http://115.171.216.32:4000/rtp/225.1.0.187:1025
CCTV-风云足球,http://115.171.216.32:4000/rtp/239.69.1.81:10126
CCTV-第一剧场,http://115.171.216.32:4000/rtp/239.69.1.74:10084
CCTV-怀旧剧场,http://115.171.216.32:4000/rtp/239.69.1.86:10156
CCTV-怀旧剧场,http://115.171.216.32:4000/rtp/239.69.1.89:10174
CCTV-兵器科技,http://115.171.216.32:4000/rtp/239.69.1.79:10114
CGTN英语,http://115.171.216.32:4000/rtp/225.1.8.116:8056
CGTN英语,http://115.171.216.32:4000/rtp/225.1.8.176:4222
CGTN英语,http://115.171.216.32:4000/rtp/225.1.0.141:1025
CGTN西班牙语,http://115.171.216.32:4000/rtp/225.1.8.178:4222
CGTN法语,http://115.171.216.32:4000/rtp/225.1.8.179:4222
CGTN阿拉伯语,http://115.171.216.32:4000/rtp/225.1.8.180:4222
CGTN俄语,http://115.171.216.32:4000/rtp/225.1.8.181:4222
CGTN纪录,http://115.171.216.32:4000/rtp/225.1.8.177:4222
CETV-1综合教育,http://115.171.216.32:4000/rtp/225.1.8.169:4120
CETV-1综合教育,http://115.171.216.32:4000/rtp/225.1.8.32:8152
CETV-2空中课堂,http://115.171.216.32:4000/rtp/225.1.8.193:4120
CETV-4职业教育,http://115.171.216.32:4000/rtp/225.1.8.195:4120
聚鲨环球精选,http://115.171.216.32:4000/rtp/225.1.8.216:8002
聚鲨环球精选,http://115.171.216.32:4000/rtp/225.1.8.58:8002
中国交通,http://115.171.216.32:4000/rtp/225.1.8.208:8002
重温经典,http://115.171.216.32:4000/rtp/225.1.8.39:8002
睛彩竞技,http://115.171.216.32:4000/rtp/225.1.8.209:8002
睛彩广场舞,http://115.171.216.32:4000/rtp/225.1.8.215:8002
华数爱上4K电影,http://115.171.216.32:4000/rtp/225.1.8.80:2000
华数经典电影,http://115.171.216.32:4000/rtp/225.1.8.203:9024
华数动作影院,http://115.171.216.32:4000/rtp/225.1.8.252:4120
华数喜剧影院,http://115.171.216.32:4000/rtp/225.1.8.251:4120
华数家庭影院,http://115.171.216.32:4000/rtp/225.1.8.253:4120
华数星影,http://115.171.216.32:4000/rtp/225.1.8.254:4120
华数热播剧场,http://115.171.216.32:4000/rtp/225.1.8.202:9020
华数古装剧场,http://115.171.216.32:4000/rtp/225.1.8.229:4120
华数城市剧场,http://115.171.216.32:4000/rtp/225.1.8.227:4120
华数军旅剧场,http://115.171.216.32:4000/rtp/225.1.8.228:4120
华数魅力时尚,http://115.171.216.32:4000/rtp/225.1.8.204:9012
华数少儿动画,http://115.171.216.32:4000/rtp/225.1.8.207:9000
华数动画,http://115.171.216.32:4000/rtp/225.1.8.240:4120
华数精选,http://115.171.216.32:4000/rtp/225.1.8.234:4120
华数武侠剧场,http://115.171.216.32:4000/rtp/225.1.8.250:4120
爱上4K,http://115.171.216.32:4000/rtp/225.1.0.101:1025
IPTV10解密,http://115.171.216.32:4000/rtp/225.1.8.235:4120
IPTV11戏曲,http://115.171.216.32:4000/rtp/225.1.8.238:4120
IPTV14早教,http://115.171.216.32:4000/rtp/225.1.8.239:4120
IPTV15音乐现场,http://115.171.216.32:4000/rtp/225.1.8.230:4120
IPTV5足球,http://115.171.216.32:4000/rtp/225.1.8.249:4120
IPTV7军事,http://115.171.216.32:4000/rtp/225.1.8.236:4120
IPTV光影,http://115.171.216.32:4000/rtp/225.1.0.222:1025
IPTV军事,http://115.171.216.32:4000/rtp/225.1.0.229:1025
IPTV军旅剧场,http://115.171.216.32:4000/rtp/225.1.0.237:1025
IPTV动作影院,http://115.171.216.32:4000/rtp/225.1.0.216:1025
IPTV动画,http://115.171.216.32:4000/rtp/225.1.0.225:1025
IPTV古装剧场,http://115.171.216.32:4000/rtp/225.1.0.236:1025
IPTV台球,http://115.171.216.32:4000/rtp/225.1.0.203:1025
IPTV喜剧影院,http://115.171.216.32:4000/rtp/225.1.0.217:1025
IPTV国学,http://115.171.216.32:4000/rtp/225.1.8.237:4120
IPTV国学,http://115.171.216.32:4000/rtp/225.1.0.228:1025
IPTV地理,http://115.171.216.32:4000/rtp/225.1.8.231:4120
IPTV地理,http://115.171.216.32:4000/rtp/225.1.0.234:1025
IPTV城市剧场,http://115.171.216.32:4000/rtp/225.1.0.238:1025
IPTV墨宝,http://115.171.216.32:4000/rtp/225.1.8.243:4120
IPTV墨宝,http://115.171.216.32:4000/rtp/225.1.0.202:1025
IPTV好学生,http://115.171.216.32:4000/rtp/225.1.8.241:4120
IPTV好学生,http://115.171.216.32:4000/rtp/225.1.0.224:1025
IPTV家庭影院,http://115.171.216.32:4000/rtp/225.1.0.215:1025
IPTV少儿动画,http://115.171.216.32:4000/rtp/225.1.0.198:1025
IPTV戏曲,http://115.171.216.32:4000/rtp/225.1.0.227:1025
IPTV收视指南,http://115.171.216.32:4000/rtp/225.1.8.201:8012
IPTV收视指南,http://115.171.216.32:4000/rtp/225.1.0.192:1025
IPTV早教,http://115.171.216.32:4000/rtp/225.1.0.226:1025
IPTV星影,http://115.171.216.32:4000/rtp/225.1.0.214:1025
IPTV武侠剧场,http://115.171.216.32:4000/rtp/225.1.0.218:1025
IPTV武术,http://115.171.216.32:4000/rtp/225.1.8.247:4120
IPTV武术,http://115.171.216.32:4000/rtp/225.1.0.220:1025
IPTV热播剧场,http://115.171.216.32:4000/rtp/225.1.0.193:1025
IPTV爱生活,http://115.171.216.32:4000/rtp/225.1.8.246:4120
IPTV爱生活,http://115.171.216.32:4000/rtp/225.1.0.221:1025
IPTV精选,http://115.171.216.32:4000/rtp/225.1.0.231:1025
IPTV经典电影,http://115.171.216.32:4000/rtp/225.1.0.194:1025
IPTV美人,http://115.171.216.32:4000/rtp/225.1.8.233:4120
IPTV美人,http://115.171.216.32:4000/rtp/225.1.0.232:1025
IPTV美妆,http://115.171.216.32:4000/rtp/225.1.8.232:4120
IPTV美妆,http://115.171.216.32:4000/rtp/225.1.0.233:1025
IPTV解密,http://115.171.216.32:4000/rtp/225.1.0.230:1025
IPTV足球,http://115.171.216.32:4000/rtp/225.1.0.219:1025
IPTV鉴赏,http://115.171.216.32:4000/rtp/225.1.8.242:4120
IPTV鉴赏,http://115.171.216.32:4000/rtp/225.1.0.223:1025
IPTV音乐现场,http://115.171.216.32:4000/rtp/225.1.0.235:1025
IPTV高网,http://115.171.216.32:4000/rtp/225.1.0.204:1025
IPTV魅力时尚,http://115.171.216.32:4000/rtp/225.1.0.195:1025
北京卡酷少儿,http://115.171.216.32:4000/rtp/239.69.1.193:10800
上海纪实人文,http://115.171.216.32:4000/rtp/225.1.0.129:1025
江苏财富天下,http://115.171.216.32:4000/rtp/225.1.0.186:1025
江苏财富天下,http://115.171.216.32:4000/rtp/225.1.8.165:9136
湖北快乐垂钓,http://115.171.216.32:4000/rtp/225.1.8.71:8002
湖北快乐垂钓,http://115.171.216.32:4000/rtp/225.1.0.97:1025
湖南茶频道,http://115.171.216.32:4000/rtp/225.1.8.72:8002
湖南茶频道,http://115.171.216.32:4000/rtp/225.1.0.96:1025
湖南金鹰纪实,http://115.171.216.32:4000/rtp/225.1.8.31:8156
湖南金鹰纪实,http://115.171.216.32:4000/rtp/225.1.0.243:1025
湖南金鹰卡通,http://115.171.216.32:4000/rtp/225.1.8.163:9252
湖南金鹰卡通,http://115.171.216.32:4000/rtp/239.69.1.248:11130
湖南金鹰卡通,http://115.171.216.32:4000/rtp/225.1.0.184:1025
广东嘉佳卡通,http://115.171.216.32:4000/rtp/225.1.8.170:9268
广东嘉佳卡通,http://115.171.216.32:4000/rtp/225.1.0.191:1025
光影,http://115.171.216.32:4000/rtp/225.1.8.244:4120
睛彩羽毛球,http://115.171.216.32:4000/rtp/225.1.8.214:8002
央广购物,http://115.171.216.32:4000/rtp/225.1.8.182:8002
央广购物,http://115.171.216.32:4000/rtp/225.1.8.183:8002
优购物,http://115.171.216.32:4000/rtp/225.1.8.185:8002
优购物,http://115.171.216.32:4000/rtp/225.1.8.198:8002
家有购物,http://115.171.216.32:4000/rtp/225.1.8.187:8002
家有购物,http://115.171.216.32:4000/rtp/225.1.8.188:8002

房山电视台,http://115.171.216.32:4000/rtp/225.1.8.68:8002
房山电视台,http://115.171.216.32:4000/rtp/225.1.0.250:1025
通州电视台,http://115.171.216.32:4000/rtp/225.1.8.119:8002
密云电视台,http://115.171.216.32:4000/rtp/225.1.8.75:8002
延庆电视台,http://115.171.216.32:4000/rtp/225.1.8.196:8002
朝阳融媒,http://115.171.216.32:4000/rtp/225.1.8.69:8002
朝阳融媒,http://115.171.216.32:4000/rtp/225.1.0.100:1025

4K超清,http://115.171.216.32:4000/rtp/225.1.0.205:1025
BTV体育休闲,http://115.171.216.32:4000/rtp/225.1.0.113:1025
BTV卡酷少儿,http://115.171.216.32:4000/rtp/225.1.0.70:8000
BTV卡酷少儿,http://115.171.216.32:4000/rtp/225.1.0.151:1025
BTV国际,http://115.171.216.32:4000/rtp/225.1.0.152:1025
BTV影视,http://115.171.216.32:4000/rtp/225.1.0.84:8000
BTV影视,http://115.171.216.32:4000/rtp/225.1.0.145:1025
BTV文艺,http://115.171.216.32:4000/rtp/225.1.0.112:1025
BTV文艺,http://115.171.216.32:4000/rtp/225.1.0.143:1025
BTV新闻,http://115.171.216.32:4000/rtp/225.1.0.83:8000
BTV新闻,http://115.171.216.32:4000/rtp/225.1.0.150:1025
BTV生活,http://115.171.216.32:4000/rtp/225.1.0.148:1025
BTV生活,http://115.171.216.32:4000/rtp/225.1.0.209:1025
BTV生活,http://115.171.216.32:4000/udp/225.1.1.3:8000
BTV生活,http://115.171.216.32:4000/rtp/225.1.8.56:8002
BTV纪实科教,http://115.171.216.32:4000/rtp/225.1.0.144:1025
BTV纪实科教,http://115.171.216.32:4000/udp/225.1.1.1:8000
BTV财经,http://115.171.216.32:4000/rtp/225.1.0.146:1025
BTV财经,http://115.171.216.32:4000/udp/225.1.1.2:8000
中国教育1台,http://115.171.216.32:4000/rtp/225.1.0.190:1025
中国教育1台,http://115.171.216.32:4000/rtp/225.1.0.242:1025
中国教育2台,http://115.171.216.32:4000/rtp/225.1.0.241:1025
中国教育3台,http://115.171.216.32:4000/rtp/225.1.0.240:1025
中国教育4台,http://115.171.216.32:4000/rtp/225.1.0.239:1025
台球,http://115.171.216.32:4000/rtp/225.1.8.245:4120
大健康,http://115.171.216.32:4000/rtp/225.1.0.116:1025
时尚购物,http://115.171.216.32:4000/rtp/225.1.8.186:8002
时尚购物,http://115.171.216.32:4000/rtp/225.1.8.199:8002
晴彩篮球,http://115.171.216.32:4000/rtp/225.1.8.212:8002
淘baby,http://115.171.216.32:4000/rtp/225.1.0.206:1025
淘剧场,http://115.171.216.32:4000/rtp/225.1.0.114:1025
淘娱乐,http://115.171.216.32:4000/rtp/225.1.0.212:1025
淘电影,http://115.171.216.32:4000/rtp/225.1.0.115:1025
萌宠TV,http://115.171.216.32:4000/rtp/225.1.0.210:1025
高网频道,http://115.171.216.32:4000/rtp/225.1.8.248:4120
