广东移动华为-组播1,#genre#
广州云课堂,http://gaoxing.dns.army:10086/rtp/239.11.0.159:1025
广州云课堂,http://gaoxing.dns.army:10086/rtp/239.11.0.160:1025
广州影视,http://gaoxing.dns.army:10086/rtp/239.11.0.140:1025
广州新闻,http://gaoxing.dns.army:10086/rtp/239.11.0.139:1025
广州法治,http://gaoxing.dns.army:10086/rtp/239.11.0.141:1025
广州竞赛,http://gaoxing.dns.army:10086/rtp/239.11.0.142:1025
广州综合,http://gaoxing.dns.army:10086/rtp/239.11.0.138:1025
韶关公共,http://gaoxing.dns.army:10086/rtp/239.11.0.85:1025
韶关综合,http://gaoxing.dns.army:10086/rtp/239.11.0.84:1025
珠海一套,http://gaoxing.dns.army:10086/rtp/239.10.0.242:1025
珠海二套,http://gaoxing.dns.army:10086/rtp/239.10.0.65:1025
佛山公共,http://gaoxing.dns.army:10086/rtp/239.11.0.114:1025
佛山南海,http://gaoxing.dns.army:10086/rtp/239.11.0.115:1025
佛山影视,http://gaoxing.dns.army:10086/rtp/239.11.0.117:1025
佛山综合,http://gaoxing.dns.army:10086/rtp/239.11.0.118:1025
佛山顺德,http://gaoxing.dns.army:10086/rtp/239.11.0.116:1025
江门公共,http://gaoxing.dns.army:10086/rtp/239.10.0.139:1025
江门教育,http://gaoxing.dns.army:10086/rtp/239.10.0.152:1025
江门综合,http://gaoxing.dns.army:10086/rtp/239.10.0.219:1025
湛江公共,http://gaoxing.dns.army:10086/rtp/239.10.0.254:1025
湛江综合,http://gaoxing.dns.army:10086/rtp/239.10.0.253:1025
茂名公共,http://gaoxing.dns.army:10086/rtp/239.11.0.99:1025
茂名综合,http://gaoxing.dns.army:10086/rtp/239.10.0.238:1025
肇庆公共,http://gaoxing.dns.army:10086/rtp/239.11.0.54:1025
肇庆综合,http://gaoxing.dns.army:10086/rtp/239.11.0.53:1025
清远公共,http://gaoxing.dns.army:10086/rtp/239.11.0.75:1025
清远综合,http://gaoxing.dns.army:10086/rtp/239.11.0.74:1025
中山公共,http://gaoxing.dns.army:10086/rtp/239.11.0.123:1025
中山教育,http://gaoxing.dns.army:10086/rtp/239.11.0.124:1025
中山综合,http://gaoxing.dns.army:10086/rtp/239.11.0.122:1025
云浮公共,http://gaoxing.dns.army:10086/rtp/239.11.0.97:1025
云浮综合,http://gaoxing.dns.army:10086/rtp/239.11.0.96:1025

10-42,http://gaoxing.dns.army:10086/rtp/239.10.0.42:1025
10-46,http://gaoxing.dns.army:10086/rtp/239.10.0.46:1025
10-47,http://gaoxing.dns.army:10086/rtp/239.10.0.47:1025
10-50,http://gaoxing.dns.army:10086/rtp/239.10.0.50:1025
10-56,http://gaoxing.dns.army:10086/rtp/239.10.0.56:1025
10-58,http://gaoxing.dns.army:10086/rtp/239.10.0.58:1025
10-59,http://gaoxing.dns.army:10086/rtp/239.10.0.59:1025
10-62,http://gaoxing.dns.army:10086/rtp/239.10.0.62:1025
10-63,http://gaoxing.dns.army:10086/rtp/239.10.0.63:1025
10-69,http://gaoxing.dns.army:10086/rtp/239.10.0.69:1025
10-75,http://gaoxing.dns.army:10086/rtp/239.10.0.75:1025
10-76,http://gaoxing.dns.army:10086/rtp/239.10.0.76:1025
10-83,http://gaoxing.dns.army:10086/rtp/239.10.0.83:1025
10-84,http://gaoxing.dns.army:10086/rtp/239.10.0.84:1025
10-86,http://gaoxing.dns.army:10086/rtp/239.10.0.86:1025
10-90,http://gaoxing.dns.army:10086/rtp/239.10.0.90:1025
10-91,http://gaoxing.dns.army:10086/rtp/239.10.0.91:1025
10-92,http://gaoxing.dns.army:10086/rtp/239.10.0.92:1025
10-93,http://gaoxing.dns.army:10086/rtp/239.10.0.93:1025
10-94,http://gaoxing.dns.army:10086/rtp/239.10.0.94:1025
10-95,http://gaoxing.dns.army:10086/rtp/239.10.0.95:1025
10-96,http://gaoxing.dns.army:10086/rtp/239.10.0.96:1025
10-97,http://gaoxing.dns.army:10086/rtp/239.10.0.97:1025
10-98,http://gaoxing.dns.army:10086/rtp/239.10.0.98:1025
10-99,http://gaoxing.dns.army:10086/rtp/239.10.0.99:1025
10-100,http://gaoxing.dns.army:10086/rtp/239.10.0.100:1025
10-107,http://gaoxing.dns.army:10086/rtp/239.10.0.107:1025
10-108,http://gaoxing.dns.army:10086/rtp/239.10.0.108:1025
10-109,http://gaoxing.dns.army:10086/rtp/239.10.0.109:1025
10-110,http://gaoxing.dns.army:10086/rtp/239.10.0.110:1025
10-112,http://gaoxing.dns.army:10086/rtp/239.10.0.112:1025
10-116,http://gaoxing.dns.army:10086/rtp/239.10.0.116:1025
10-117,http://gaoxing.dns.army:10086/rtp/239.10.0.117:1025
10-118,http://gaoxing.dns.army:10086/rtp/239.10.0.118:1025
10-121,http://gaoxing.dns.army:10086/rtp/239.10.0.121:1025
10-122,http://gaoxing.dns.army:10086/rtp/239.10.0.122:1025
10-123,http://gaoxing.dns.army:10086/rtp/239.10.0.123:1025
10-124,http://gaoxing.dns.army:10086/rtp/239.10.0.124:1025
10-126,http://gaoxing.dns.army:10086/rtp/239.10.0.126:1025
10-127,http://gaoxing.dns.army:10086/rtp/239.10.0.127:1025
10-140,http://gaoxing.dns.army:10086/rtp/239.10.0.140:1025
10-141,http://gaoxing.dns.army:10086/rtp/239.10.0.141:1025
10-143,http://gaoxing.dns.army:10086/rtp/239.10.0.143:1025
10-144,http://gaoxing.dns.army:10086/rtp/239.10.0.144:1025
10-145,http://gaoxing.dns.army:10086/rtp/239.10.0.145:1025
10-146,http://gaoxing.dns.army:10086/rtp/239.10.0.146:1025
10-147,http://gaoxing.dns.army:10086/rtp/239.10.0.147:1025
10-148,http://gaoxing.dns.army:10086/rtp/239.10.0.148:1025
10-154,http://gaoxing.dns.army:10086/rtp/239.10.0.154:1025
10-155,http://gaoxing.dns.army:10086/rtp/239.10.0.155:1025
10-161,http://gaoxing.dns.army:10086/rtp/239.10.0.161:1025
10-162,http://gaoxing.dns.army:10086/rtp/239.10.0.162:1025
10-163,http://gaoxing.dns.army:10086/rtp/239.10.0.163:1025
10-164,http://gaoxing.dns.army:10086/rtp/239.10.0.164:1025
10-165,http://gaoxing.dns.army:10086/rtp/239.10.0.165:1025
10-166,http://gaoxing.dns.army:10086/rtp/239.10.0.166:1025
10-167,http://gaoxing.dns.army:10086/rtp/239.10.0.167:1025
10-168,http://gaoxing.dns.army:10086/rtp/239.10.0.168:1025
10-169,http://gaoxing.dns.army:10086/rtp/239.10.0.169:1025
10-170,http://gaoxing.dns.army:10086/rtp/239.10.0.170:1025
10-172,http://gaoxing.dns.army:10086/rtp/239.10.0.172:1025
10-173,http://gaoxing.dns.army:10086/rtp/239.10.0.173:1025
10-174,http://gaoxing.dns.army:10086/rtp/239.10.0.174:1025
10-176,http://gaoxing.dns.army:10086/rtp/239.10.0.176:1025
10-178,http://gaoxing.dns.army:10086/rtp/239.10.0.178:1025
10-186,http://gaoxing.dns.army:10086/rtp/239.10.0.186:1025
10-187,http://gaoxing.dns.army:10086/rtp/239.10.0.187:1025
10-188,http://gaoxing.dns.army:10086/rtp/239.10.0.188:1025
10-189,http://gaoxing.dns.army:10086/rtp/239.10.0.189:1025
10-190,http://gaoxing.dns.army:10086/rtp/239.10.0.190:1025
10-191,http://gaoxing.dns.army:10086/rtp/239.10.0.191:1025
10-192,http://gaoxing.dns.army:10086/rtp/239.10.0.192:1025
10-193,http://gaoxing.dns.army:10086/rtp/239.10.0.193:1025
10-194,http://gaoxing.dns.army:10086/rtp/239.10.0.194:1025
10-195,http://gaoxing.dns.army:10086/rtp/239.10.0.195:1025
10-196,http://gaoxing.dns.army:10086/rtp/239.10.0.196:1025
10-199,http://gaoxing.dns.army:10086/rtp/239.10.0.199:1025
10-201,http://gaoxing.dns.army:10086/rtp/239.10.0.201:1025
10-202,http://gaoxing.dns.army:10086/rtp/239.10.0.202:1025
10-219,http://gaoxing.dns.army:10086/rtp/239.10.0.219:1025
10-223,http://gaoxing.dns.army:10086/rtp/239.10.0.223:1025
10-236,http://gaoxing.dns.army:10086/rtp/239.10.0.236:1025
10-238,http://gaoxing.dns.army:10086/rtp/239.10.0.238:1025
10-239,http://gaoxing.dns.army:10086/rtp/239.10.0.239:1025
10-242,http://gaoxing.dns.army:10086/rtp/239.10.0.242:1025
10-243,http://gaoxing.dns.army:10086/rtp/239.10.0.243:1025
10-253,http://gaoxing.dns.army:10086/rtp/239.10.0.253:1025
10-254,http://gaoxing.dns.army:10086/rtp/239.10.0.254:1025
11-15,http://gaoxing.dns.army:10086/rtp/239.11.0.15:1025
11-16,http://gaoxing.dns.army:10086/rtp/239.11.0.16:1025
11-26,http://gaoxing.dns.army:10086/rtp/239.11.0.26:1025
11-35,http://gaoxing.dns.army:10086/rtp/239.11.0.35:1025
11-36,http://gaoxing.dns.army:10086/rtp/239.11.0.36:1025
11-53,http://gaoxing.dns.army:10086/rtp/239.11.0.53:1025
11-54,http://gaoxing.dns.army:10086/rtp/239.11.0.54:1025
11-69,http://gaoxing.dns.army:10086/rtp/239.11.0.69:1025
11-70,http://gaoxing.dns.army:10086/rtp/239.11.0.70:1025
11-74,http://gaoxing.dns.army:10086/rtp/239.11.0.74:1025
11-75,http://gaoxing.dns.army:10086/rtp/239.11.0.75:1025
11-76,http://gaoxing.dns.army:10086/rtp/239.11.0.76:1025
11-77,http://gaoxing.dns.army:10086/rtp/239.11.0.77:1025
11-79,http://gaoxing.dns.army:10086/rtp/239.11.0.79:1025
11-80,http://gaoxing.dns.army:10086/rtp/239.11.0.80:1025
11-84,http://gaoxing.dns.army:10086/rtp/239.11.0.84:1025
11-93,http://gaoxing.dns.army:10086/rtp/239.11.0.93:1025
11-95,http://gaoxing.dns.army:10086/rtp/239.11.0.95:1025
11-96,http://gaoxing.dns.army:10086/rtp/239.11.0.96:1025
11-97,http://gaoxing.dns.army:10086/rtp/239.11.0.97:1025
11-99,http://gaoxing.dns.army:10086/rtp/239.11.0.99:1025
11-109,http://gaoxing.dns.army:10086/rtp/239.11.0.109:1025
11-110,http://gaoxing.dns.army:10086/rtp/239.11.0.110:1025
11-111,http://gaoxing.dns.army:10086/rtp/239.11.0.111:1025
11-113,http://gaoxing.dns.army:10086/rtp/239.11.0.113:1025
11-114,http://gaoxing.dns.army:10086/rtp/239.11.0.114:1025
11-115,http://gaoxing.dns.army:10086/rtp/239.11.0.115:1025
11-116,http://gaoxing.dns.army:10086/rtp/239.11.0.116:1025
11-118,http://gaoxing.dns.army:10086/rtp/239.11.0.118:1025
11-119,http://gaoxing.dns.army:10086/rtp/239.11.0.119:1025
11-122,http://gaoxing.dns.army:10086/rtp/239.11.0.122:1025
11-139,http://gaoxing.dns.army:10086/rtp/239.11.0.139:1025
11-161,http://gaoxing.dns.army:10086/rtp/239.11.0.161:1025
11-162,http://gaoxing.dns.army:10086/rtp/239.11.0.162:1025
11-168,http://gaoxing.dns.army:10086/rtp/239.11.0.168:1025
11-170,http://gaoxing.dns.army:10086/rtp/239.11.0.170:1025
11-178,http://gaoxing.dns.army:10086/rtp/239.11.0.178:1025
11-184,http://gaoxing.dns.army:10086/rtp/239.11.0.184:1025
11-186,http://gaoxing.dns.army:10086/rtp/239.11.0.186:1025
11-187,http://gaoxing.dns.army:10086/rtp/239.11.0.187:1025
11-188,http://gaoxing.dns.army:10086/rtp/239.11.0.188:1025
11-189,http://gaoxing.dns.army:10086/rtp/239.11.0.189:1025
11-191,http://gaoxing.dns.army:10086/rtp/239.11.0.191:1025
11-192,http://gaoxing.dns.army:10086/rtp/239.11.0.192:1025
11-193,http://gaoxing.dns.army:10086/rtp/239.11.0.193:1025
11-194,http://gaoxing.dns.army:10086/rtp/239.11.0.194:1025
11-195,http://gaoxing.dns.army:10086/rtp/239.11.0.195:1025
11-196,http://gaoxing.dns.army:10086/rtp/239.11.0.196:1025
11-197,http://gaoxing.dns.army:10086/rtp/239.11.0.197:1025
11-198,http://gaoxing.dns.army:10086/rtp/239.11.0.198:1025
11-199,http://gaoxing.dns.army:10086/rtp/239.11.0.199:1025
11-200,http://gaoxing.dns.army:10086/rtp/239.11.0.200:1025
11-201,http://gaoxing.dns.army:10086/rtp/239.11.0.201:1025
11-202,http://gaoxing.dns.army:10086/rtp/239.11.0.202:1025
11-203,http://gaoxing.dns.army:10086/rtp/239.11.0.203:1025
11-204,http://gaoxing.dns.army:10086/rtp/239.11.0.204:1025
11-205,http://gaoxing.dns.army:10086/rtp/239.11.0.205:1025
11-206,http://gaoxing.dns.army:10086/rtp/239.11.0.206:1025
11-207,http://gaoxing.dns.army:10086/rtp/239.11.0.207:1025
11-208,http://gaoxing.dns.army:10086/rtp/239.11.0.208:1025
11-209,http://gaoxing.dns.army:10086/rtp/239.11.0.209:1025
CBN幸福剧场,http://gaoxing.dns.army:10086/rtp/239.11.0.165:1025
CBN幸福娱乐,http://gaoxing.dns.army:10086/rtp/239.11.0.166:1025
CBN每日影院,http://gaoxing.dns.army:10086/rtp/239.11.0.163:1025
CBN风尚生活,http://gaoxing.dns.army:10086/rtp/239.11.0.164:1025
CCTV央视网球,http://gaoxing.dns.army:10086/rtp/239.11.0.61:1025
CCTV文化精品,http://gaoxing.dns.army:10086/rtp/239.11.0.66:1025
CGTN纪录,http://gaoxing.dns.army:10086/rtp/239.11.0.104:1025
华数,http://gaoxing.dns.army:10086/rtp/239.10.0.8:1025
华数,http://gaoxing.dns.army:10086/rtp/239.10.0.12:1025
华数,http://gaoxing.dns.army:10086/rtp/239.10.0.13:1025
华数,http://gaoxing.dns.army:10086/rtp/239.10.0.14:1025
华数,http://gaoxing.dns.army:10086/rtp/239.10.0.15:1025
华数,http://gaoxing.dns.army:10086/rtp/239.10.0.18:1025
华数,http://gaoxing.dns.army:10086/rtp/239.10.0.19:1025
南国都市-4K,http://gaoxing.dns.army:10086/rtp/239.11.0.170:1025
央视网CCTV3,http://gaoxing.dns.army:10086/rtp/239.10.0.16:1025
央视网CCTV3,http://gaoxing.dns.army:10086/rtp/239.10.0.20:1025
央视网CCTV5,http://gaoxing.dns.army:10086/rtp/239.10.0.17:1025
央视网CCTV10,http://gaoxing.dns.army:10086/rtp/239.10.0.10:1025
央视网CCTV11,http://gaoxing.dns.army:10086/rtp/239.10.0.9:1025
央视网CCTV12,http://gaoxing.dns.army:10086/rtp/239.10.0.11:1025
求索生活,http://gaoxing.dns.army:10086/rtp/239.10.0.86:1025
现代教育,http://gaoxing.dns.army:10086/rtp/239.10.0.138:1025
百视通直播室101,http://gaoxing.dns.army:10086/rtp/239.10.0.90:1025
百视通直播室102,http://gaoxing.dns.army:10086/rtp/239.10.0.91:1025
百视通直播室103,http://gaoxing.dns.army:10086/rtp/239.10.0.92:1025
百视通直播室104,http://gaoxing.dns.army:10086/rtp/239.10.0.93:1025
百视通直播室105,http://gaoxing.dns.army:10086/rtp/239.10.0.94:1025
百视通直播室106,http://gaoxing.dns.army:10086/rtp/239.10.0.95:1025
百视通直播室107,http://gaoxing.dns.army:10086/rtp/239.10.0.96:1025
粤TV,http://gaoxing.dns.army:10086/rtp/239.10.0.21:1025
